name_cn,name_en
"阿雷格里港联邦健康科学大学","Universidade Federal de Ciencias da Saude de Porto Alegre"
"乔治·埃米尔·帕拉德 特尔古穆列什医学、药学、科学与技术大学","George Emil Palade University of Medicine, Pharmacy, Science, & Technology of Targu Mures"
"昌原大学","Changwon National University"
"国立屏东科技大学","National Pingtung University Science & Technology"
"Koneru Lakshmaiah 教育基金会（KL 视为大学）","Koneru Lakshmaiah Education Foundation (K L Deemed to be University)"
"江苏海洋大学","Jiangsu Ocean University"
"奥帕莱滨海大学","Universite du Littoral-Cote-d'Opale"
"伯南布哥大学 (UPE)","Universidade de Pernambuco (UPE)"
"西安工业大学","Xi'an Polytechnic University"
"沉阳化工大学","Shenyang University of Chemical Technology"
"库莫国立大学技术学院","Kumoh National University Technology"
"安徽建筑大学","Anhui Jianzhu University"
"韩国海洋海洋大学","Korea Maritime & Ocean University"
"上海医药健康大学","Shanghai University of Medicine & Health Sciences"
"格里戈尔 T 波帕雅西医药大学","University of Medicine and Pharmacy Grigore T Popa Iasi"
"杭州城市大学","Hangzhou City University"
"山东第二医科大学","Shandong Second Medical University"
"大连民族大学","Dalian Minzu University"
"国立台北护理健康科学大学 (NTUNHS)","National Taipei University of Nursing & Health Science (NTUNHS)"
"上海体育学院","Shanghai University of Sport"
"尼格德·奥马尔·哈利斯德米尔大学","Nigde Omer Halisdemir University"
"赖布尔国立技术学院","National Institute of Technology Raipur"
"江苏工业大学","Jiangsu University of Technology"
"广西科技大学","Guangxi University of Science & Technology"
"喀拉拉邦大学","University of Kerala"
"群山国立大学","Kunsan National University"
"埃斯基谢希尔技术大学","Eskisehir Technical University"
"海南师范大学","Hainan Normal University"
"林波波大学","University of Limpopo"
"大连海洋大学","Dalian Ocean University"
"宗古尔达克·布伦特·埃杰维特大学","Zonguldak Bulent Ecevit Universitesi"
"莫莱天主教大学","Universidad Catolica del Maule"
"内塔吉·苏巴斯科技大学","Netaji Subhas University of Technology"
"拉里奥哈国际大学 (UNIR)","Universidad Internacional de La Rioja (UNIR)"
"中西部大学","Midwestern University"
"穆罕默德·阿基夫·厄索伊大学","Mehmet Akif Ersoy University"
"阿尔费纳斯联邦大学","Universidade Federal de Alfenas"
"齐齐哈尔大学","Qiqihar University"
"阿希埃夫兰大学","Ahi Evran University"
"成都医学院","Chengdu Medical College"
"韩国交通大学","Korea National University of Transportation"
"石家庄铁道大学","Shijiazhuang Tiedao University"
"穆斯塔法·凯末尔大学","Mustafa Kemal University"
"江西科技师范大学","Jiangxi Science & Technology Normal University"
"苏丹穆莱·斯莱曼贝尼迈拉勒大学","Sultan Moulay Slimane University of Beni Mellal"
"辽宁工程技术大学","Liaoning Technical University"
"黑龙江八一农业大学","Heilongjiang Bayi Agricultural University"
"安徽中医药大学","Anhui University of Chinese Medicine"
"国立韩巴大学","Hanbat National University"
"新疆农业大学","Xinjiang Agricultural University"
"塞阿拉大学","Universidade Estadual do Ceara"
"大连交通大学","Dalian Jiaotong University"
"卡赫拉曼马拉斯苏图伊玛目大学","Kahramanmaras Sutcu Imam University"
"火箭军工程大学","Rocket Force University of Engineering"
"福建中医药大学","Fujian University of Traditional Chinese Medicine"
"赣南医科大学","Gannan Medical University"
"半阿里多联邦农村大学 (UFERSA)","Universidade Federal Rural do Semi-Arido (UFERSA)"
"河南中医药大学","Henan University of Traditional Chinese Medicine"
"国防医学院 - 日本","National Defense Medical College - Japan"
"俄克拉荷马大学","University of Oklahoma - Oklahoma City"
"马托格罗索联邦大学","Universidade Federal de Mato Grosso"
"梅奥临床医学与科学学院","Mayo Clinic College of Medicine and Science"
"马萨诸塞大学陈医学院","University of Massachusetts Chan Medical School"
"圣保罗州立大学","Sao Paulo State University"
"佩斯大学纽约分校","Pace University-New York"
"内布拉斯加大学奥马哈分校","University of Nebraska Omaha"
"洛约拉马利蒙特大学","Loyola Marymount University"
"博戈莫莱特国立医科大学","Bogomolets National Medical University"
"敖德萨 I.I.梅奇尼科夫国立大学","Odesa I.I. Mechnikov National University"
"瓦西里·斯特凡尼克前喀尔巴阡国立大学","Vasyl Stefanyk Precarpathian National University"
"塔什干灌溉与农业机械化研究所","Tashkent Institute of Irrigation and Agricultural Mechanisation"
"苏莱曼尼大学","University of Sulaimani"
"萨拉哈丁大学埃尔比勒分校","Salahaddin University–Erbil"
"杜霍克大学","University of Duhok"
"富拉特阿瓦萨特技术大学","Al-Furat Al-Awsat Technical University"
"穆萨纳大学","Al-Muthanna University"
"北方工业大学","Northern Technical University"
"帝嘉大学","University of Thi-Qar"
"厄尔布尔士医科大学","Alborz University of Medical Sciences"
"洛雷斯坦医科大学","Lorestan University of Medical Sciences"
"比尔詹德医科大学","Birjand University of Medical Sciences"
"扎黑丹医科大学","Zahedan University of Medical Sciences"
"哈马丹医科大学 (UMSHA)","Hamadan University of Medical Sciences (UMSHA)"
"霍尔木兹甘医科大学","Hormozgan University of Medical Sciences"
"拉夫桑詹瓦利阿斯尔大学","Vali-e-Asr University of Rafsanjan"
"伊诺波利斯大学","Innopolis University"
"莫斯科通信与信息技术大学","Moscow Technical University of Communications and Informatics"
"巴什基尔国立医科大学","Bashkir State Medical University"
"喀山国立电力工程大学","Kazan State Power Engineering University"
"下诺夫哥罗德国立技术大学关于。阿列克谢耶夫","Nizhny Novgorod State Technical University n.a. R.E. Alekseev"
"俄罗斯交通大学 (MIIT)","Russian University of Transport (MIIT)"
"圣彼得堡国立儿科医科大学","Saint Petersburg State Pediatric Medical University"
"萨马拉国立医科大学","Samara State Medical University"
"伏尔加格勒国立医科大学","Volgograd State Medical University"
"金沙萨大学","University of Kinshasa"
"塞浦路斯国际大学","Cyprus International University"
"塞法科马克加托健康科学大学","Sefako Makgatho Health Sciences University"
"阿米蒂大学拉贾斯坦邦，斋浦尔","Amity University Rajasthan, Jaipur"
"比尔拉理工学院","Birla Institute of Technology"
"达塔梅盖高等教育与研究学院（视为大学）","Datta Meghe Institute of Higher Education & Research (Deemed to be University)"
"D. Y. Patil Vidyapeeth 博士，浦那","Dr D. Y. Patil Vidyapeeth, Pune"
"赖布尔国立理工学院","National Institute of Technology, Raipur"
"古尔冈阿米提大学","Amity University, Gurugram"
"德里国家理工学院","National Institute of Technology Delhi"
"维尔斯科学、技术和高级研究所 (VISTAS)","Vels Institute of Science, Technology and Advanced Studies (VISTAS)"
"GMR理工学院","GMR Institute of Technology"
"英迪拉·甘地德里女子技术大学","Indira Gandhi Delhi Technical University for Women"
"卡帕甘高等教育学院","Karpagam Academy of Higher Education"
"MS 拉迈亚应用科学大学 (RUAS)","M S Ramaiah University of Applied Sciences (RUAS)"
"Nitte（视为大学）","Nitte (Deemed to be University)"
"锡金马尼帕尔大学","Sikkim Manipal University"
"斯里拉玛禅德拉高等教育与研究学院","Sri Ramachandra Institute of Higher Education and Research"
"Vinayaka Mission 研究基金会","Vinayaka Mission’s Research Foundation"
"艾哈迈德达兰大学","Universitas Ahmad Dahlan"
"玛琅穆罕默德迪亚大学","Universitas Muhammadiyah Malang"
"三宝垄州立大学","Universitas Negeri Semarang"
"UEES，圣埃斯皮里图大学","UEES, Espiritu Santo University"
"马纳比技术大学","Universidad Técnica de Manabí"
"昆卡大学","University of Cuenca"
"美洲大学 (UDLA)","University of Las Américas (UDLA)"
"国立屏东科技大学","National Pingtung University of Science and Technology"
"台湾东吴大学","Soochow University, Taiwan"
"台北大学","University of Taipei"
"大都会科技研究所","Instituto Tecnológico Metropolitano"
"弗朗西斯科·何塞·卡尔达斯地区大学","Universidad Distrital Francisco José de Caldas"
"哥伦比亚教育技术大学 - UPTC","Universidad Pedagogica y Tecnologica de Colombia - UPTC"
"麦德林大学","University of Medellín"
"新谷大学","New Valley University"
"南谷大学（埃及）","South Valley University  (Egypt)"
"萨达特市大学","University of Sadat City"
"米斯尔科技大学","Misr University for Science and Technology"
"十月现代科学与艺术大学 (MSA)","October University for Modern Sciences and Arts (MSA)"
"莱奥本山大学","Montanuniversität Leoben"
"Bangabandhu Sheikh Mujibur Ra​​hman农业大学","Bangabandhu Sheikh Mujibur Rahman Agricultural University"
"贾肖尔科技大学","Jashore University of Science and Technology"
"吉大港大学","University of Chittagong"
"孟加拉国贾格纳特大学","Jagannath University, Bangladesh"
"地标大学","Landmark University"
"明纳联邦理工大学","Federal University of Technology, Minna"
"奥韦里联邦理工大学","Federal University of Technology, Owerri"
"奥耶-埃基蒂联邦大学","Federal University Oye-Ekiti"
"乌斯马努·丹佛迪约大学，索科托","Usmanu Danfodiyo University, Sokoto"
"加德满都大学","Kathmandu University"
"苏库尔IBA大学","Sukkur IBA University"
"赫瓦贾法里德工程与信息技术大学","Khwaja Fareed University of Engineering and Information Technology"
"中央旁遮普大学","University of Central Punjab"
"古拉姆·伊沙克·汗工程科学技术研究所","Ghulam Ishaq Khan Institute of Engineering Sciences and Technology"
"国立计算机与新兴科学大学","National University of Computer and Emerging Sciences"
"俾路支信息技术、工程与管理科学大学 (BUITEMS)","Balochistan University of Information Technology, Engineering and Management Sciences (BUITEMS)"
"国立纺织大学","National Textile University"
"阿扎德查谟和克什米尔大学","University of Azad Jammu and Kashmir"
"圣保罗联邦教育、科学与技术学院","Federal Institute of Education, Science and Technology of São Paulo"
"桑塔纳费拉大学 (UEFS)","Universidade Estadual de Feira de Santana (UEFS)"
"马拉尼昂州大学","Universidade Estadual do Maranhão"
"马其顿大学","University of Macedonia"
"帕德博恩大学","Paderborn University"
"伊尔梅瑙工业大学","Technische Universität Ilmenau"
"新戈里察大学","University of Nova Gorica"
"斯里兰卡信息技术学院","Sri Lanka Institute of Information Technology"
"冈山理科大学","Okayama University of Science"
"东京工业大学","Tokyo University of Technology"
"阿尔贝托乌尔塔多大学","Alberto Hurtado University"
"圣托马斯大学","Universidad Santo Tomás"
"北方边境大学","Northern Border University"
"碧莎大学","University of Bisha"
"沙特电子大学","Saudi Electronic University"
"阿尔福国立兽医学校 (EnvA)","National Veterinary School of Alfort (EnvA)"
"萨瓦勃朗峰大学","University of Savoie Mont Blanc"
"奥尔良大学","Université d’Orléans"
"斯特拉斯堡国家应用科学研究所 (INSA Strasbourg)","National Institute of Applied Sciences, Strasbourg (INSA Strasbourg)"
"拉罗谢尔大学","University of La Rochelle"
"鲁昂诺曼底大学","University of Rouen Normandie"
"格丁尼亚海事大学","Gdynia Maritime University"
"伊斯坦布尔盖利西姆大学","Istanbul Gelişim University"
"伊斯廷耶大学","İstinye University"
"土耳其健康科学大学","University of Health Sciences, Turkey"
"阿达纳阿尔帕尔斯兰土耳其科技大学","Adana Alparslan Türkeş Science and Technology University"
"艾登·阿德南·曼德列斯大学","Aydın Adnan Menderes University"
"布尔杜尔·穆罕默德·阿基夫·厄索伊大学","Burdur Mehmet Akif Ersoy University"
"埃斯基谢希尔技术大学","Eskişehir Technical University"
"科尼亚技术大学","Konya Technical University"
"穆斯阿尔帕尔斯兰大学","Muş Alparslan University"
"侯赛因·本·塔拉勒大学","Al-Hussein Bin Talal University"
"北安普顿大学","University of Northampton"
"伍斯特大学","University of Worcester"
"棉兰老岛州立大学伊利甘理工学院","Mindanao State University – Iligan Institute of Technology"
